BBB000BB,0,0,0.000000
BBB00000,0,0,0.000000
BBB01000,0,1,0.000000
BBB00010,0,1,0.000000
BBB11000,0,2,0.000000
BBB00011,0,2,0.000000
BBB01110,0,3,0.000000
00011010,0,3,0.000000
10000111,0,4,0.000000
11101000,0,4,0.000000
BBB11111,0,5,0.000000
BBB11111,0,5,0.000000
00111111,0,6,0.000000
21100011,0,6,0.000000
00111121,0,7,0.000000
11001121,0,7,0.000000
11111111,0,8,0.000000
11111111,0,8,0.000000
B13221BB,0,9,0.000000
20101023,0,9,0.000000
11112211,0,10,0.000000
22111111,0,10,0.000000
11112221,0,11,0.000000
11123111,0,11,0.000000
11322111,0,12,0.000000
21111123,0,12,0.000000
32112211,0,13,0.000000
11123221,0,13,0.000000
23211221,0,14,0.000000
22212221,0,14,0.000000
21112233,0,15,0.000000
22223211,0,15,0.000000
11124331,0,16,0.000000
22333111,0,16,0.000000
12322232,0,17,0.000000
31222232,0,17,0.000000
32323122,0,18,0.000000
12322242,0,18,0.000000
32212243,0,19,0.000000
33532111,0,19,0.000000
33423221,0,20,0.000000
32223332,0,20,0.000000
22223352,0,21,0.000000
32334231,0,21,0.000000
31235332,0,22,0.000000
31323343,0,22,0.000000
33533222,0,23,0.000000
42213443,0,23,0.000000
33423243,0,24,0.000000
53213343,0,24,0.000000
44423233,0,25,0.000000
32335342,0,25,0.000000
53543123,0,26,0.000000
43314344,0,26,0.000000
43335342,0,27,0.000000
52223364,0,27,0.000000
54633232,0,28,0.000000
44423452,0,28,0.000000
54633233,0,29,0.000000
43544243,0,29,0.000000
54523344,0,30,0.000000
43325454,0,30,0.000000
63323464,0,31,0.000000
44536333,0,31,0.000000
53434364,0,32,0.000000
54535343,0,32,0.000000
64523364,0,33,0.000000
63424464,0,33,0.000000
54536443,0,34,0.000000
63546343,0,34,0.000000
44546463,0,36,0.000000
BBB*1100,1,2,0.000000
BBB0011*,1,2,0.000000
01*11000,1,3,0.000000
100001*1,1,3,0.000000
1*110001,1,4,0.000000
00011*11,1,4,0.000000
*1001111,1,5,0.000000
1111*100,1,5,0.000000
1*111101,1,6,0.000000
11011*11,1,6,0.000000
011*3200,1,7,0.000000
2110012*,1,7,0.000000
*1011122,1,8,0.000000
1*111121,1,8,0.000000
112*2111,1,9,0.000000
1111122*,1,9,0.000000
21011*32,1,10,0.000000
232*2100,1,10,0.000000
1112*321,1,11,0.000000
211112*3,1,11,0.000000
23*22111,1,12,0.000000
1*223211,1,12,0.000000
123*3211,1,13,0.000000
3311122*,1,13,0.000000
2211332*,1,14,0.000000
233*2211,1,14,0.000000
1124*331,1,15,0.000000
33*31122,1,15,0.000000
21123*43,1,16,0.000000
333212*2,1,16,0.000000
3212333*,1,17,0.000000
21233*33,1,17,0.000000
334*2222,1,18,0.000000
4321233*,1,18,0.000000
332*3323,1,19,0.000000
344*2222,1,19,0.000000
2*333333,1,20,0.000000
23344*22,1,20,0.000000
443*3322,1,21,0.000000
32244*33,1,21,0.000000
32134*54,1,22,0.000000
5332234*,1,22,0.000000
3*434432,1,23,0.000000
33333*44,1,23,0.000000
4*334433,1,24,0.000000
4333533*,1,24,0.000000
31235*65,1,25,0.000000
545*3233,1,25,0.000000
455*4332,1,26,0.000000
5*554223,1,26,0.000000
4442544*,1,27,0.000000
5442345*,1,27,0.000000
533*4454,1,28,0.000000
444*6532,1,28,0.000000
6*544334,1,29,0.000000
5452445*,1,29,0.000000
535455*3,1,30,0.000000
44545*53,1,30,0.000000
645*5344,1,31,0.000000
655*4443,1,31,0.000000
6*633365,1,32,0.000000
43446*65,1,32,0.000000
5*555454,1,33,0.000000
5*644455,1,33,0.000000
4563556*,1,34,0.000000
446*7454,1,34,0.000000
64645*64,1,35,0.000000
53556*65,1,35,0.000000
547*7454,1,36,0.000000
6554655*,1,36,0.000000
64557*55,1,37,0.000000
556*6564,1,37,0.000000
54657*65,1,38,0.000000
63557*75,1,38,0.000000
B002**BB,2,2,0.000000
**BBB002,2,2,0.000000
*210BBB*,2,3,0.000000
03**BBB0,2,3,0.000000
*10001*2,2,4,0.000000
1**20001,2,4,0.000000
01*3*100,2,5,0.000000
**210002,2,5,0.000000
1**31001,2,6,0.000000
1*12*101,2,6,0.000000
11011*3*,2,7,0.000000
*1111*12,2,7,0.000000
1101*32*,2,8,0.000000
1111*2*2,2,8,0.000000
3*11121*,2,9,0.000000
1123**11,2,9,0.000000
*21112*3,2,10,0.000000
*211*321,2,10,0.000000
3*11123*,2,11,0.000000
1111*43*,2,11,0.000000
1*233*12,2,12,0.000000
221*232*,2,12,0.000000
33*2122*,2,13,0.000000
3213**22,2,13,0.000000
23*2232*,2,14,0.000000
34*2122*,2,14,0.000000
33*3222*,2,15,0.000000
3222*3*3,2,15,0.000000
233*332*,2,16,0.000000
332*233*,2,16,0.000000
*2123*45,2,17,0.000000
3333*32*,2,17,0.000000
22*54*23,2,18,0.000000
5*23*224,2,18,0.000000
*3*33343,2,19,0.000000
*43*2334,2,19,0.000000
323*44*4,2,20,0.000000
234*443*,2,20,0.000000
232*554*,2,21,0.000000
55*2243*,2,21,0.000000
4*343*35,2,22,0.000000
545**323,2,22,0.000000
*3334*64,2,23,0.000000
346*34*3,2,23,0.000000
2*356*44,2,24,0.000000
345*444*,2,24,0.000000
5*343*55,2,25,0.000000
3*245*65,2,25,0.000000
55*54*34,2,26,0.000000
554*45*3,2,26,0.000000
4*565*34,2,27,0.000000
543*5*55,2,27,0.000000
5*555*35,2,28,0.000000
5*454*46,2,28,0.000000
*4544*66,2,29,0.000000
544*655*,2,29,0.000000
554*556*,2,30,0.000000
5*556*54,2,30,0.000000
7*54546*,2,31,0.000000
545*5*75,2,31,0.000000
556*655*,2,32,0.000000
5*65*565,2,32,0.000000
556*755*,2,33,0.000000
6*765*45,2,33,0.000000
556*7*74,2,34,0.000000
555*667*,2,34,0.000000
6*566*66,2,35,0.000000
657*75*5,2,35,0.000000
666*666*,2,36,0.000000
7*76*565,2,36,0.000000
657*8*65,2,37,0.000000
6*767*65,2,37,0.000000
6*766*76,2,38,0.000000
**BBBBB*,3,0,0.000000
BBBBB***,3,0,0.000000
B11***BB,3,2,0.000000
B***11BB,3,2,0.000000
BBB12***,3,3,0.000000
**21BBB*,3,3,0.000000
*20002**,3,4,0.000000
**11011*,3,4,0.000000
0003***2,3,5,0.000000
0002***3,3,5,0.000000
*2BBB*4*,3,6,0.000000
21012***,3,6,0.000000
**22*102,3,7,0.000000
01*3*2*1,3,7,0.000000
1*2*2*12,3,8,0.000000
121*2**2,3,8,0.000000
**12*213,3,9,0.000000
*102**33,3,9,0.000000
*21*23*2,3,10,0.000000
23*2*21*,3,10,0.000000
232**31*,3,11,0.000000
232**31*,3,11,0.000000
1*24**23,3,12,0.000000
3**3*222,3,12,0.000000
1*4*3*23,3,13,0.000000
1*3*34*2,3,13,0.000000
*33*32*3,3,14,0.000000
*3*2333*,3,14,0.000000
24*4*32*,3,15,0.000000
3*332**4,3,15,0.000000
3*23*4*4,3,16,0.000000
*43*33*3,3,16,0.000000
3**43*34,3,17,0.000000
3*5*4*23,3,17,0.000000
4*433*4*,3,18,0.000000
3*3*4*35,3,18,0.000000
344*4*4*,3,19,0.000000
**3*4345,3,19,0.000000
33*3*65*,3,20,0.000000
6*5*333*,3,20,0.000000
3*345*6*,3,21,0.000000
3**4545*,3,21,0.000000
4*6*4*44,3,22,0.000000
5**5*444,3,22,0.000000
6*5*4*35,3,23,0.000000
*66*4*34,3,23,0.000000
5*35**56,3,24,0.000000
4**55*55,3,24,0.000000
5*7*4*45,3,25,0.000000
6*543*7*,3,25,0.000000
7*5*455*,3,26,0.000000
5*456**6,3,26,0.000000
356*76**,3,27,0.000000
5**67*54,3,27,0.000000
6*4*567*,3,28,0.000000
5*6*5*66,3,28,0.000000
7*7*555*,3,29,0.000000
*46*8*65,3,29,0.000000
6**66*66,3,30,0.000000
6*666**6,3,30,0.000000
765**67*,3,31,0.000000
6*767*5*,3,31,0.000000
*77*765*,3,32,0.000000
767**66*,3,32,0.000000
766*7*7*,3,33,0.000000
7*766**7,3,33,0.000000
7*8*6*76,3,34,0.000000
6*8*767*,3,34,0.000000
7*8*7*76,3,35,0.000000
8*7*767*,3,35,0.000000
7*8*8*76,3,36,0.000000
*2BBB***,4,2,0.000000
2***BBB*,4,2,0.000000
3*BBB***,4,3,0.000000
BBB3****,4,3,0.000000
011****2,4,4,0.000000
*4**BBB*,4,4,0.000000
12****11,4,5,0.000000
**2102**,4,5,0.000000
**1113**,4,6,0.000000
**2103**,4,6,0.000000
**2212**,4,7,0.000000
1*2***22,4,7,0.000000
*21*2**3,4,8,0.000000
**121**4,4,8,0.000000
12*3**3*,4,9,0.000000
2*2**32*,4,9,0.000000
13**4**2,4,10,0.000000
23*3**2*,4,10,0.000000
23***33*,4,11,0.000000
**3*4*13,4,11,0.000000
4*3*2*3*,4,12,0.000000
13**5**3,4,12,0.000000
*423**4*,4,13,0.000000
**4*33*3,4,13,0.000000
*3*3*4*4,4,14,0.000000
*3*4**34,4,14,0.000000
**3*4*44,4,15,0.000000
4**43**4,4,15,0.000000
44*4*4**,4,16,0.000000
3***45*4,4,16,0.000000
**45**35,4,17,0.000000
**45**35,4,17,0.000000
***4545*,4,18,0.000000
*345***6,4,18,0.000000
*6**454*,4,19,0.000000
*5**5*54,4,19,0.000000
*5**65*4,4,20,0.000000
**6*455*,4,20,0.000000
5*5**65*,4,21,0.000000
**66*54*,4,21,0.000000
6*66**4*,4,22,0.000000
4**8**55,4,22,0.000000
6*46**7*,4,23,0.000000
*6**8*54,4,23,0.000000
56***76*,4,24,0.000000
*6**5*76,4,24,0.000000
*66**67*,4,25,0.000000
7*6*66**,4,25,0.000000
67**8*5*,4,26,0.000000
*76*67**,4,26,0.000000
7**7**76,4,27,0.000000
*76*7*7*,4,27,0.000000
7*77**7*,4,28,0.000000
8*6**77*,4,28,0.000000
8*8*7*6*,4,29,0.000000
8**77*7*,4,29,0.000000
7*7*8*8*,4,30,0.000000
8*8**77*,4,30,0.000000
8*8*8*7*,4,31,0.000000
B*****BB,5,0,0.000000
BBB*****,5,0,0.000000
*****202,5,4,0.000000
02*****2,5,4,0.000000
**221***,5,5,0.000000
2*****12,5,5,0.000000
*3*21***,5,6,0.000000
12*****3,5,6,0.000000
**232***,5,7,0.000000
23****2*,5,7,0.000000
2*2**4**,5,8,0.000000
2*3***3*,5,8,0.000000
*4***32*,5,9,0.000000
**3**3*3,5,9,0.000000
33*4****,5,10,0.000000
*42****4,5,10,0.000000
3**5**3*,5,11,0.000000
4**4*3**,5,11,0.000000
45****3*,5,12,0.000000
*3*4***5,5,12,0.000000
*5***53*,5,13,0.000000
3****6*4,5,13,0.000000
**45***5,5,14,0.000000
*54**5**,5,14,0.000000
*6**4*5*,5,15,0.000000
3**7***5,5,15,0.000000
4**66***,5,16,0.000000
**6**55*,5,16,0.000000
*5**66**,5,17,0.000000
*566****,5,17,0.000000
***66**6,5,18,0.000000
**6*5**7,5,18,0.000000
6*5**8**,5,19,0.000000
7*6**6**,5,19,0.000000
7*5**8**,5,20,0.000000
7*6**7**,5,20,0.000000
**76**8*,5,21,0.000000
7*7**7**,5,21,0.000000
***8**77,5,22,0.000000
7*8****7,5,22,0.000000
8**7**8*,5,23,0.000000
**8*7**8,5,23,0.000000
*8**8*8*,5,24,0.000000
8**8**8*,5,24,0.000000
1******3,6,4,0.000000
**2*2***,6,4,0.000000
*****32*,6,5,0.000000
****2*3*,6,5,0.000000
24******,6,6,0.000000
2******4,6,6,0.000000
3**4****,6,7,0.000000
*43*****,6,7,0.000000
**3****5,6,8,0.000000
44******,6,8,0.000000
*5***4**,6,9,0.000000
***5**4*,6,9,0.000000
*5***5**,6,10,0.000000
4******6,6,10,0.000000
*5****6*,6,11,0.000000
*****6*5,6,11,0.000000
******66,6,12,0.000000
6******6,6,12,0.000000
*7***6**,6,13,0.000000
***6***7,6,13,0.000000
***8**6*,6,14,0.000000
*7**7***,6,14,0.000000
7*8*****,6,15,0.000000
***8***7,6,15,0.000000
8***8***,6,16,0.000000
**8**8**,6,16,0.000000
2*******,7,2,0.000000
2*******,7,2,0.000000
******3*,7,3,0.000000
**3*****,7,3,0.000000
******4*,7,4,0.000000
4*******,7,4,0.000000
***5****,7,5,0.000000
**5*****,7,5,0.000000
*******6,7,6,0.000000
*******6,7,6,0.000000
*7******,7,7,0.000000
*7******,7,7,0.000000
*****8**,7,8,0.000000
****8***,7,8,0.000000
********,8,0,0.000000
********,8,0,0.000000
